Date,Gear,Shaft,Bearing
1998-12-22,187,235,180
1998-12-23,173,256,150
1998-12-24,184,253,163
1998-12-25,180,244,172
1998-12-26,182,235,167
1998-12-27,174,252,170
1998-12-28,192,233,169
1998-12-29,178,245,157
1998-12-30,173,236,168
1998-12-31,180,258,158
1999-01-01,194,241,167
1999-01-02,170,235,157
1999-01-03,176,254,171
1999-01-04,194,255,172
1999-01-05,194,245,158
1999-01-06,186,257,175
1999-01-07,202,245,179
1999-01-08,198,244,172
1999-01-09,193,261,154
1999-01-10,205,231,159
1999-01-11,186,233,156
1999-01-12,205,239,157
1999-01-13,192,250,154
1999-01-14,207,244,168
1999-01-15,203,240,156
1999-01-16,205,253,153
1999-01-17,203,232,159
1999-01-18,188,256,156
1999-01-19,214,241,173
1999-01-20,199,259,155
1999-01-21,196,232,162
1999-01-22,215,240,180
1999-01-23,207,236,159
1999-01-24,197,253,168
1999-01-25,191,257,172
1999-01-26,193,238,164
1999-01-27,213,242,173
1999-01-28,206,258,170
1999-01-29,203,241,167
1999-01-30,209,238,154
1999-01-31,209,255,169
1999-02-01,211,249,152
1999-02-02,209,233,164
1999-02-03,213,249,177
1999-02-04,205,253,172
1999-02-05,225,230,156
1999-02-06,215,225,156
1999-02-07,216,246,163
1999-02-08,215,228,160
1999-02-09,213,239,166
1999-02-10,206,234,154
1999-02-11,223,230,171
1999-02-12,216,246,164
1999-02-13,227,225,172
1999-02-14,212,226,154
1999-02-15,224,228,173
1999-02-16,221,248,156
1999-02-17,213,249,166
1999-02-18,205,229,174
1999-02-19,221,226,151
1999-02-20,208,248,168
1999-02-21,208,247,155
1999-02-22,211,237,169
1999-02-23,234,241,169
1999-02-24,227,224,167
1999-02-25,218,239,162
1999-02-26,239,218,169
1999-02-27,232,220,177
1999-02-28,215,244,153
1999-03-01,229,247,158
1999-03-02,226,235,155
1999-03-03,224,230,153
1999-03-04,241,223,157
1999-03-05,227,216,169
1999-03-06,213,230,152
1999-03-07,236,233,181
1999-03-08,241,243,171
1999-03-09,243,216,158
1999-03-10,233,240,159
1999-03-11,241,223,180
1999-03-12,233,215,170
1999-03-13,218,211,181
1999-03-14,220,234,164
1999-03-15,229,215,165
1999-03-16,243,228,181
1999-03-17,244,232,154
1999-03-18,242,209,173
1999-03-19,226,228,162
1999-03-20,246,211,159
1999-03-21,223,213,179
1999-03-22,223,233,172
1999-03-23,239,232,175
1999-03-24,230,213,154
1999-03-25,245,211,177
1999-03-26,227,212,158
1999-03-27,231,223,154
1999-03-28,220,213,157
1999-03-29,248,231,168
1999-03-30,220,229,162
1999-03-31,246,224,182
1999-04-01,223,213,158
1999-04-02,239,210,158
1999-04-03,233,215,158
1999-04-04,247,219,163
1999-04-05,237,204,159
1999-04-06,221,225,154
1999-04-07,227,208,174
1999-04-08,222,222,179
1999-04-09,223,219,170
1999-04-10,222,208,170
1999-04-11,220,209,159
1999-04-12,227,218,152
1999-04-13,228,199,165
1999-04-14,238,222,171
1999-04-15,237,195,163
1999-04-16,219,216,153
1999-04-17,234,221,170
1999-04-18,239,209,161
1999-04-19,245,213,173
1999-04-20,216,206,171
1999-04-21,223,211,153
1999-04-22,237,211,153
1999-04-23,237,191,174
1999-04-24,225,218,163
1999-04-25,233,215,179
1999-04-26,226,195,161
1999-04-27,214,195,180
1999-04-28,223,204,181
1999-04-29,222,198,162
1999-04-30,217,215,183
1999-05-01,241,203,176
1999-05-02,213,198,160
1999-05-03,239,187,156
1999-05-04,233,193,160
1999-05-05,230,193,167
1999-05-06,223,214,180
1999-05-07,232,197,174
1999-05-08,220,205,173
1999-05-09,215,197,153
1999-05-10,216,208,165
1999-05-11,232,199,157
1999-05-12,213,207,177
1999-05-13,236,211,162
1999-05-14,214,210,155
1999-05-15,220,204,174
1999-05-16,205,208,180
1999-05-17,209,190,154
1999-05-18,204,187,164
1999-05-19,229,201,157
1999-05-20,202,185,171
1999-05-21,227,196,164
1999-05-22,204,204,164
1999-05-23,212,187,159
1999-05-24,207,197,176
1999-05-25,215,197,161
1999-05-26,201,202,167
1999-05-27,198,185,166
1999-05-28,200,182,170
1999-05-29,196,205,160
1999-05-30,214,198,169
1999-05-31,211,178,159
1999-06-01,223,191,163
1999-06-02,212,177,175
1999-06-03,211,203,166
1999-06-04,195,181,178
1999-06-05,196,205,155
1999-06-06,211,179,174
1999-06-07,197,188,153
1999-06-08,192,199,159
1999-06-09,211,202,183
1999-06-10,206,181,166
1999-06-11,215,191,167
1999-06-12,207,180,181
1999-06-13,201,179,167
1999-06-14,209,197,170
1999-06-15,200,195,172
1999-06-16,210,199,159
1999-06-17,201,190,157
1999-06-18,181,179,174
1999-06-19,204,186,170
1999-06-20,181,186,179
1999-06-21,182,200,173
1999-06-22,203,187,158
1999-06-23,197,198,170
1999-06-24,177,201,170
1999-06-25,185,183,171
1999-06-26,201,177,173
1999-06-27,181,188,176
1999-06-28,179,201,182
1999-06-29,171,187,177
1999-06-30,194,184,175
1999-07-01,176,190,163
1999-07-02,175,179,183
1999-07-03,169,173,166
1999-07-04,189,198,159
1999-07-05,195,189,175
1999-07-06,194,201,183
1999-07-07,190,172,174
1999-07-08,178,199,174
1999-07-09,175,184,171
1999-07-10,179,191,164
1999-07-11,168,187,173
1999-07-12,171,187,158
1999-07-13,160,189,178
1999-07-14,184,188,181
1999-07-15,172,199,171
1999-07-16,163,175,160
1999-07-17,173,194,177
1999-07-18,180,193,180
1999-07-19,159,190,160
1999-07-20,181,184,174
1999-07-21,168,201,167
1999-07-22,159,202,164
1999-07-23,157,174,159
1999-07-24,156,178,171
1999-07-25,156,186,172
1999-07-26,168,191,156
1999-07-27,173,180,181
1999-07-28,151,195,156
1999-07-29,161,187,176
1999-07-30,158,177,156
1999-07-31,150,183,163
1999-08-01,175,183,174
1999-08-02,146,184,163
1999-08-03,150,192,172
1999-08-04,147,192,183
1999-08-05,145,193,175
1999-08-06,143,193,180
1999-08-07,147,183,156
1999-08-08,161,207,177
1999-08-09,147,180,173
1999-08-10,160,206,164
1999-08-11,151,193,158
1999-08-12,146,183,172
1999-08-13,158,183,171
1999-08-14,152,202,155
1999-08-15,135,196,177
1999-08-16,145,198,179
1999-08-17,160,197,169
1999-08-18,139,192,182
1999-08-19,147,197,173
1999-08-20,138,201,181
1999-08-21,143,210,164
1999-08-22,136,206,184
1999-08-23,139,183,176
1999-08-24,158,209,177
1999-08-25,143,214,163
1999-08-26,138,194,155
1999-08-27,152,193,163
1999-08-28,148,213,184
1999-08-29,129,192,180
1999-08-30,134,204,160
1999-08-31,136,204,156
1999-09-01,148,201,178
1999-09-02,135,197,161
1999-09-03,152,209,185
1999-09-04,152,208,156
1999-09-05,130,206,185
1999-09-06,145,215,174
1999-09-07,143,211,176
1999-09-08,127,219,168
1999-09-09,138,220,163
1999-09-10,127,202,182
1999-09-11,144,208,155
1999-09-12,128,202,157
1999-09-13,151,222,172
1999-09-14,141,203,174
1999-09-15,139,205,180
1999-09-16,143,209,171
1999-09-17,124,225,182
1999-09-18,121,197,161
1999-09-19,149,212,166
1999-09-20,142,204,179
1999-09-21,130,223,157
1999-09-22,121,211,171
1999-09-23,139,202,169
1999-09-24,128,201,174
1999-09-25,127,213,185
1999-09-26,138,218,175
1999-09-27,150,200,178
1999-09-28,138,211,167
1999-09-29,120,209,178
1999-09-30,124,204,180
1999-10-01,149,209,161
1999-10-02,128,220,172
1999-10-03,146,215,167
1999-10-04,124,206,183
1999-10-05,133,213,160
1999-10-06,136,233,186
1999-10-07,125,218,167
1999-10-08,145,215,156
1999-10-09,136,218,163
1999-10-10,133,235,162
1999-10-11,141,224,161
1999-10-12,135,226,175
1999-10-13,137,226,171
1999-10-14,137,231,185
1999-10-15,140,219,162
1999-10-16,149,223,161
1999-10-17,134,227,179
1999-10-18,124,241,175
1999-10-19,140,214,170
1999-10-20,131,230,166
1999-10-21,138,218,180
1999-10-22,127,228,174
1999-10-23,135,235,181
1999-10-24,154,239,159
1999-10-25,142,229,183
1999-10-26,148,232,167
1999-10-27,134,218,170
1999-10-28,134,226,163
1999-10-29,132,244,165
1999-10-30,153,225,163
1999-10-31,147,217,165
1999-11-01,140,220,173
1999-11-02,140,234,179
1999-11-03,153,242,167
1999-11-04,149,237,164
1999-11-05,156,244,169
1999-11-06,145,222,168
1999-11-07,146,235,164
1999-11-08,138,227,157
1999-11-09,159,247,184
1999-11-10,159,224,184
1999-11-11,138,251,165
1999-11-12,161,230,168
1999-11-13,153,225,183
1999-11-14,155,229,179
1999-11-15,138,240,184
1999-11-16,162,243,160
1999-11-17,150,235,167
1999-11-18,153,228,172
1999-11-19,164,225,167
1999-11-20,163,248,177
1999-11-21,168,250,185
1999-11-22,143,252,185
1999-11-23,142,229,179
1999-11-24,145,249,164
1999-11-25,141,246,186
1999-11-26,172,244,161
1999-11-27,150,230,174
1999-11-28,151,242,168
1999-11-29,147,232,182
1999-11-30,147,252,170
1999-12-01,167,248,172
1999-12-02,174,256,166
1999-12-03,158,229,158
1999-12-04,148,256,159
1999-12-05,151,252,163
1999-12-06,163,258,164
1999-12-07,158,245,185
1999-12-08,172,240,173
1999-12-09,180,260,174
1999-12-10,179,244,175
1999-12-11,171,260,165
1999-12-12,182,258,173
1999-12-13,166,239,174
1999-12-14,182,245,178
1999-12-15,177,256,175
1999-12-16,170,232,171
1999-12-17,189,249,183
1999-12-18,175,232,158
1999-12-19,189,242,161
1999-12-20,174,248,171
1999-12-21,169,241,161
1999-12-22,174,238,171
1999-12-23,171,233,167
1999-12-24,175,254,185
1999-12-25,172,263,178
1999-12-26,173,235,167
1999-12-27,176,237,175
1999-12-28,189,258,159
1999-12-29,184,262,161
1999-12-30,186,241,184
1999-12-31,180,244,166
2000-01-01,186,250,180
2000-01-02,174,236,185
2000-01-03,181,246,180
2000-01-04,185,257,179
2000-01-05,183,234,165
2000-01-06,181,246,178
2000-01-07,192,259,184
2000-01-08,201,237,166
2000-01-09,198,248,182
2000-01-10,187,237,177
2000-01-11,191,254,171
2000-01-12,194,256,180
2000-01-13,204,255,158
2000-01-14,184,236,172
2000-01-15,196,234,158
2000-01-16,187,233,170
2000-01-17,195,261,175
2000-01-18,207,235,188
2000-01-19,208,241,167
2000-01-20,203,254,186
2000-01-21,205,248,169
2000-01-22,206,247,185
2000-01-23,206,259,173
2000-01-24,200,241,182
2000-01-25,211,253,177
2000-01-26,216,260,185
2000-01-27,198,244,176
2000-01-28,222,253,180
2000-01-29,195,247,175
2000-01-30,201,242,175
2000-01-31,220,240,167
2000-02-01,216,237,169
2000-02-02,206,251,160
2000-02-03,216,239,171
2000-02-04,229,247,181
2000-02-05,201,236,161
2000-02-06,226,241,180
2000-02-07,230,253,160
2000-02-08,214,236,161
2000-02-09,222,251,178
2000-02-10,233,245,166
2000-02-11,225,248,175
2000-02-12,216,240,158
2000-02-13,216,227,167
2000-02-14,232,237,180
2000-02-15,217,229,173
2000-02-16,219,225,173
2000-02-17,223,240,165
2000-02-18,215,223,180
2000-02-19,222,227,170
2000-02-20,217,252,168
2000-02-21,220,231,167
2000-02-22,222,231,181
2000-02-23,230,247,183
2000-02-24,237,240,166
2000-02-25,216,234,182
2000-02-26,215,231,189
2000-02-27,236,221,168
2000-02-28,216,242,162
2000-02-29,241,241,180
2000-03-01,223,232,166
2000-03-02,235,223,189
2000-03-03,245,244,186
2000-03-04,241,222,176
2000-03-05,224,226,188
2000-03-06,231,233,175
2000-03-07,229,224,185
2000-03-08,226,236,159
2000-03-09,223,222,175
2000-03-10,230,228,160
2000-03-11,234,242,159
2000-03-12,235,225,184
2000-03-13,220,237,181
2000-03-14,243,241,164
2000-03-15,243,216,165
2000-03-16,229,233,161
2000-03-17,247,221,179
2000-03-18,222,234,165
2000-03-19,234,236,179
2000-03-20,247,214,184
2000-03-21,224,218,173
2000-03-22,225,237,180
2000-03-23,248,231,186
2000-03-24,234,210,183
2000-03-25,226,228,187
2000-03-26,223,229,165
2000-03-27,247,211,165
2000-03-28,229,225,175
2000-03-29,224,204,187
2000-03-30,225,207,185
2000-03-31,229,212,186
2000-04-01,243,220,162
2000-04-02,251,221,161
2000-04-03,245,228,184
2000-04-04,235,220,180
2000-04-05,226,217,180
2000-04-06,229,230,176
2000-04-07,229,206,184
2000-04-08,250,216,182
2000-04-09,230,215,180
2000-04-10,234,219,161
2000-04-11,222,205,184
2000-04-12,234,200,181
2000-04-13,246,199,189
2000-04-14,251,204,168
2000-04-15,221,199,167
2000-04-16,225,201,170
2000-04-17,234,197,190
2000-04-18,236,210,184
2000-04-19,220,221,170
2000-04-20,243,199,174
2000-04-21,248,201,179
2000-04-22,228,218,169
2000-04-23,224,210,178
2000-04-24,243,215,166
2000-04-25,236,210,169
2000-04-26,220,204,180
2000-04-27,225,217,161
2000-04-28,234,212,189
2000-04-29,245,189,178
2000-04-30,225,199,182
2000-05-01,222,218,189
2000-05-02,240,193,176
2000-05-03,240,193,187
2000-05-04,237,191,184
2000-05-05,225,208,181
2000-05-06,224,203,175
2000-05-07,219,202,171
2000-05-08,237,196,179
2000-05-09,222,194,184
2000-05-10,221,190,161
2000-05-11,219,201,165
2000-05-12,214,194,186
2000-05-13,233,196,167
2000-05-14,215,203,188
2000-05-15,213,200,180
2000-05-16,229,201,184
2000-05-17,232,201,165
2000-05-18,221,208,172
2000-05-19,235,211,162
2000-05-20,206,190,160
2000-05-21,208,203,168
2000-05-22,219,210,189
2000-05-23,204,187,170
2000-05-24,229,180,183
2000-05-25,223,180,181
2000-05-26,220,185,171
2000-05-27,215,179,173
2000-05-28,222,206,188
2000-05-29,229,198,181
2000-05-30,210,191,174
2000-05-31,228,183,189
2000-06-01,208,204,183
2000-06-02,196,196,185
2000-06-03,210,182,173
2000-06-04,217,196,187
2000-06-05,211,185,172
2000-06-06,206,195,166
2000-06-07,213,177,165
2000-06-08,193,180,188
2000-06-09,198,192,180
2000-06-10,216,202,164
2000-06-11,208,179,180
2000-06-12,208,190,168
2000-06-13,207,195,161
2000-06-14,201,203,169
2000-06-15,196,184,172
2000-06-16,200,202,183
2000-06-17,205,177,185
2000-06-18,194,192,183
2000-06-19,205,202,169
2000-06-20,182,198,187
2000-06-21,200,192,183
2000-06-22,183,194,188
2000-06-23,209,191,169
2000-06-24,184,186,171
2000-06-25,192,186,174
2000-06-26,192,186,172
2000-06-27,181,174,188
2000-06-28,200,176,187
2000-06-29,196,198,185
2000-06-30,195,201,180
2000-07-01,193,201,164
2000-07-02,193,202,182
2000-07-03,197,175,167
2000-07-04,194,181,181
2000-07-05,194,182,180
2000-07-06,180,181,164
2000-07-07,174,196,175
2000-07-08,171,179,162
2000-07-09,196,196,173
2000-07-10,193,182,182
2000-07-11,167,192,162
2000-07-12,179,175,168
2000-07-13,190,203,189
2000-07-14,185,195,184
2000-07-15,162,186,188
2000-07-16,163,187,184
2000-07-17,174,186,189
2000-07-18,173,178,192
2000-07-19,172,205,183
2000-07-20,186,192,184
2000-07-21,172,180,166
2000-07-22,161,194,165
2000-07-23,157,178,174
2000-07-24,154,196,184
2000-07-25,166,185,182
2000-07-26,172,202,170
2000-07-27,168,180,165
2000-07-28,171,200,168
2000-07-29,169,178,163
2000-07-30,169,198,188
2000-07-31,178,182,165
2000-08-01,168,181,172
2000-08-02,168,197,186
2000-08-03,148,205,175
2000-08-04,166,209,186
2000-08-05,173,195,169
2000-08-06,149,181,165
2000-08-07,163,186,182
2000-08-08,171,180,171
2000-08-09,157,181,168
2000-08-10,167,184,165
2000-08-11,145,198,167
2000-08-12,152,201,188
2000-08-13,152,196,189
2000-08-14,155,205,172
2000-08-15,143,184,163
2000-08-16,157,209,181
2000-08-17,143,202,165
2000-08-18,157,212,168
2000-08-19,137,210,182
2000-08-20,145,207,172
2000-08-21,135,185,170
2000-08-22,153,203,192
2000-08-23,142,193,190
2000-08-24,149,206,191
2000-08-25,149,190,166
2000-08-26,150,194,169
2000-08-27,160,196,166
2000-08-28,138,208,163
2000-08-29,153,212,191
2000-08-30,158,193,167
2000-08-31,156,205,175
2000-09-01,157,209,176
2000-09-02,132,208,186
2000-09-03,130,209,184
2000-09-04,144,212,168
2000-09-05,155,220,177
2000-09-06,154,196,185
2000-09-07,137,193,193
2000-09-08,128,213,175
2000-09-09,148,198,187
2000-09-10,140,197,163
2000-09-11,155,220,193
2000-09-12,135,200,164
2000-09-13,154,214,185
2000-09-14,145,196,192
2000-09-15,140,206,181
2000-09-16,129,205,180
2000-09-17,150,210,186
2000-09-18,144,207,175
2000-09-19,155,212,178
2000-09-20,135,202,170
2000-09-21,139,199,179
2000-09-22,137,201,169
2000-09-23,134,211,163
2000-09-24,142,224,166
2000-09-25,145,208,182
2000-09-26,146,225,166
2000-09-27,139,217,193
2000-09-28,143,224,166
2000-09-29,147,219,188
2000-09-30,133,227,170
2000-10-01,133,221,179
2000-10-02,144,205,173
2000-10-03,153,216,184
2000-10-04,139,213,178
2000-10-05,144,226,191
2000-10-06,129,215,182
2000-10-07,124,213,164
2000-10-08,139,227,174
2000-10-09,142,237,191
2000-10-10,135,220,182
2000-10-11,142,234,193
2000-10-12,142,227,169
2000-10-13,155,227,169
2000-10-14,149,223,172
2000-10-15,147,217,172
2000-10-16,138,236,181
2000-10-17,130,233,176
2000-10-18,156,231,174
2000-10-19,136,230,185
2000-10-20,152,243,185
2000-10-21,149,225,192
2000-10-22,148,225,174
2000-10-23,155,220,183
2000-10-24,130,219,172
2000-10-25,129,226,176
2000-10-26,155,242,184
2000-10-27,137,230,182
2000-10-28,133,218,165
2000-10-29,133,245,171
2000-10-30,141,238,164
2000-10-31,149,250,170
2000-11-01,134,239,186
2000-11-02,132,227,167
2000-11-03,153,235,177
2000-11-04,141,229,186
2000-11-05,148,237,190
2000-11-06,148,248,164
2000-11-07,147,227,183
2000-11-08,148,245,184
2000-11-09,156,229,178
2000-11-10,148,250,165
2000-11-11,139,238,165
2000-11-12,139,248,186
2000-11-13,153,240,188
2000-11-14,167,242,189
2000-11-15,139,252,171
2000-11-16,143,245,171
2000-11-17,161,252,188
2000-11-18,162,233,172
2000-11-19,163,229,186
2000-11-20,143,249,176
2000-11-21,157,242,184
2000-11-22,161,233,183
2000-11-23,169,253,168
2000-11-24,147,230,181
2000-11-25,158,232,188
2000-11-26,168,250,169
2000-11-27,164,257,164
2000-11-28,162,230,167
2000-11-29,152,246,189
2000-11-30,163,239,177
2000-12-01,170,240,194
2000-12-02,169,235,193
2000-12-03,157,255,177
2000-12-04,181,253,167
2000-12-05,173,242,174
2000-12-06,181,250,183
2000-12-07,176,246,171
2000-12-08,166,252,165
2000-12-09,175,256,173
2000-12-10,186,258,177
2000-12-11,177,262,193
2000-12-12,186,251,174
2000-12-13,165,236,187
2000-12-14,182,239,176
2000-12-15,184,262,174
2000-12-16,170,260,167
2000-12-17,179,262,165
2000-12-18,179,250,167
2000-12-19,167,263,179
2000-12-20,191,252,175
2000-12-21,189,241,191
2000-12-22,174,253,192
2000-12-23,180,238,192
2000-12-24,181,234,169
2000-12-25,171,235,188
2000-12-26,188,245,190
2000-12-27,189,255,182
2000-12-28,185,245,184
2000-12-29,174,259,184
2000-12-30,186,236,195
2000-12-31,193,245,191
2001-01-01,198,240,174
2001-01-02,186,252,185
2001-01-03,196,253,186
2001-01-04,179,238,187
2001-01-05,207,251,174
2001-01-06,194,258,194
2001-01-07,192,262,189
2001-01-08,196,244,191
2001-01-09,203,242,168
2001-01-10,194,258,176
2001-01-11,209,255,184
2001-01-12,203,259,177
2001-01-13,195,246,186
2001-01-14,206,235,173
2001-01-15,188,255,182
2001-01-16,204,261,178
2001-01-17,212,258,172
2001-01-18,217,249,168
2001-01-19,209,250,179
2001-01-20,207,233,191
2001-01-21,212,246,184
2001-01-22,201,250,186
2001-01-23,201,248,187
2001-01-24,195,258,172
2001-01-25,200,256,165
2001-01-26,197,234,179
2001-01-27,225,236,175
2001-01-28,211,239,167
2001-01-29,200,246,177
2001-01-30,219,257,181
2001-01-31,222,233,194
2001-02-01,213,234,174
2001-02-02,227,248,175
2001-02-03,221,243,189
2001-02-04,212,258,178
2001-02-05,211,236,167
2001-02-06,218,237,183
2001-02-07,218,234,175
2001-02-08,214,239,192
2001-02-09,236,241,193
2001-02-10,213,257,189
2001-02-11,233,251,174
2001-02-12,222,244,191
2001-02-13,218,253,190
2001-02-14,220,240,181
2001-02-15,234,231,175
2001-02-16,234,241,190
2001-02-17,235,246,176
2001-02-18,227,245,166
2001-02-19,242,248,166
2001-02-20,233,247,168
2001-02-21,230,241,185
2001-02-22,234,231,173
2001-02-23,233,253,189
2001-02-24,228,226,188
2001-02-25,225,238,190
2001-02-26,236,235,185
2001-02-27,226,247,176
2001-02-28,225,249,188
2001-03-01,228,232,188
2001-03-02,248,226,171
2001-03-03,222,238,176
2001-03-04,241,224,175
2001-03-05,241,236,183
2001-03-06,249,224,192
2001-03-07,224,231,196
2001-03-08,238,246,166
2001-03-09,248,224,172
2001-03-10,249,238,178
2001-03-11,249,237,193
2001-03-12,246,231,189
2001-03-13,234,231,174
2001-03-14,242,236,171
2001-03-15,241,219,186
2001-03-16,242,227,173
2001-03-17,247,229,187
2001-03-18,242,217,194
2001-03-19,228,233,180
2001-03-20,240,216,171
2001-03-21,230,236,179
2001-03-22,252,235,176
2001-03-23,244,230,187
2001-03-24,234,238,172
2001-03-25,241,219,177
2001-03-26,248,215,193
2001-03-27,249,213,175
2001-03-28,230,213,192
2001-03-29,246,208,190
2001-03-30,226,220,191
2001-03-31,252,224,182
2001-04-01,253,221,195
2001-04-02,245,207,175
2001-04-03,231,225,177
2001-04-04,252,229,190
2001-04-05,239,208,172
2001-04-06,245,207,177
2001-04-07,229,217,184
2001-04-08,232,220,196
2001-04-09,230,225,179
2001-04-10,228,216,180
2001-04-11,234,215,170
2001-04-12,237,206,167
2001-04-13,234,217,188
2001-04-14,248,215,184
2001-04-15,245,198,171
2001-04-16,245,214,177
2001-04-17,249,212,192
2001-04-18,234,206,168
2001-04-19,246,222,193
2001-04-20,250,197,172
2001-04-21,223,208,180
2001-04-22,238,209,174
2001-04-23,230,221,193
2001-04-24,234,204,176
2001-04-25,228,195,182
2001-04-26,249,200,183
2001-04-27,241,206,189
2001-04-28,221,220,190
2001-04-29,233,215,181
2001-04-30,242,208,184
2001-05-01,235,215,174
2001-05-02,222,208,177
2001-05-03,247,205,168
2001-05-04,229,195,170
2001-05-05,224,218,170
2001-05-06,229,209,168
2001-05-07,223,213,197
2001-05-08,238,211,182
2001-05-09,238,211,184
2001-05-10,233,212,196
2001-05-11,215,188,176
2001-05-12,237,187,197
2001-05-13,236,187,189
2001-05-14,239,186,179
2001-05-15,239,211,196
2001-05-16,242,188,170
2001-05-17,240,213,188
2001-05-18,214,196,183
2001-05-19,232,194,182
2001-05-20,227,197,182
2001-05-21,237,204,192
2001-05-22,212,209,181
2001-05-23,216,194,174
2001-05-24,219,200,183
2001-05-25,232,210,187
2001-05-26,212,195,191
2001-05-27,214,195,178
2001-05-28,231,193,177
2001-05-29,230,195,182
2001-05-30,231,200,174
2001-05-31,225,187,190
2001-06-01,217,187,192
2001-06-02,224,182,198
2001-06-03,205,206,178
2001-06-04,203,188,172
2001-06-05,207,204,172
2001-06-06,198,191,187
2001-06-07,225,188,196
2001-06-08,199,183,198
2001-06-09,221,194,196
2001-06-10,209,180,188
2001-06-11,194,199,170
2001-06-12,208,193,174
2001-06-13,199,192,178
2001-06-14,199,179,180
2001-06-15,215,206,178
2001-06-16,201,204,196
2001-06-17,218,184,173
2001-06-18,214,176,195
2001-06-19,217,202,190
2001-06-20,194,196,195
2001-06-21,209,196,189
2001-06-22,210,203,186
2001-06-23,205,189,180
2001-06-24,203,202,184
2001-06-25,183,199,190
2001-06-26,204,205,187
2001-06-27,189,193,180
2001-06-28,188,205,176
2001-06-29,201,195,187
2001-06-30,207,186,184
2001-07-01,185,179,194
2001-07-02,176,188,185
2001-07-03,201,206,177
2001-07-04,179,199,175
2001-07-05,182,185,171
2001-07-06,195,203,199
2001-07-07,193,201,174
2001-07-08,196,179,177
2001-07-09,193,192,190
2001-07-10,170,178,181
2001-07-11,196,182,190
2001-07-12,191,193,196
2001-07-13,187,201,174
2001-07-14,188,192,171
2001-07-15,188,191,174
2001-07-16,179,185,184
2001-07-17,169,198,174
2001-07-18,173,185,170
2001-07-19,170,207,175
2001-07-20,171,197,198
2001-07-21,179,187,196
2001-07-22,185,179,192
2001-07-23,167,182,184
2001-07-24,182,194,197
2001-07-25,182,200,185
2001-07-26,186,185,184
2001-07-27,162,186,169
2001-07-28,184,209,176
2001-07-29,184,181,193
2001-07-30,157,194,198
2001-07-31,178,197,185
2001-08-01,174,192,171
2001-08-02,179,200,193
2001-08-03,173,196,197
2001-08-04,153,192,184
2001-08-05,167,187,192
2001-08-06,166,182,194
2001-08-07,177,201,193
2001-08-08,173,183,179
2001-08-09,149,201,184
2001-08-10,172,207,177
2001-08-11,156,201,176
2001-08-12,174,190,189
2001-08-13,171,210,176
2001-08-14,158,190,182
2001-08-15,166,193,172
2001-08-16,144,210,193
2001-08-17,156,189,186
2001-08-18,148,193,188
2001-08-19,163,191,185
2001-08-20,153,216,199
2001-08-21,151,210,175
2001-08-22,162,209,177
2001-08-23,139,201,187
2001-08-24,160,207,184
2001-08-25,138,204,193
2001-08-26,139,205,190
2001-08-27,140,189,175
2001-08-28,136,191,171
2001-08-29,148,193,199
2001-08-30,138,195,191
2001-08-31,149,191,170
2001-09-01,163,218,198
2001-09-02,160,207,190
2001-09-03,145,208,184
2001-09-04,142,209,192
2001-09-05,150,204,183
2001-09-06,160,205,186
2001-09-07,145,202,175
2001-09-08,131,212,189
2001-09-09,155,224,190
2001-09-10,150,198,171
2001-09-11,143,209,182
2001-09-12,135,199,188
2001-09-13,136,207,196
2001-09-14,144,215,172
2001-09-15,134,200,193
2001-09-16,134,222,185
2001-09-17,132,210,196
2001-09-18,157,219,193
2001-09-19,132,205,170
2001-09-20,136,224,172
2001-09-21,133,208,186
2001-09-22,156,214,182
2001-09-23,157,232,177
2001-09-24,140,231,193
2001-09-25,132,217,183
2001-09-26,143,207,192
2001-09-27,142,207,181
2001-09-28,145,231,195
2001-09-29,157,216,185
2001-09-30,139,207,195
2001-10-01,132,214,183
2001-10-02,130,215,172
2001-10-03,147,211,180
2001-10-04,136,229,185
2001-10-05,141,216,179
2001-10-06,153,219,179
2001-10-07,133,228,198
2001-10-08,138,236,192
2001-10-09,142,232,195
2001-10-10,154,220,187
2001-10-11,136,212,187
2001-10-12,131,218,189
2001-10-13,145,220,181
2001-10-14,152,225,182
2001-10-15,151,226,188
2001-10-16,146,232,201
2001-10-17,153,243,189
2001-10-18,135,215,182
2001-10-19,147,240,198
2001-10-20,145,240,175
2001-10-21,149,241,174
2001-10-22,145,225,195
2001-10-23,160,221,182
2001-10-24,156,244,176
2001-10-25,151,219,194
2001-10-26,132,241,181
2001-10-27,151,246,173
2001-10-28,147,224,195
2001-10-29,157,238,171
2001-10-30,141,245,184
2001-10-31,136,244,181
2001-11-01,159,245,174
2001-11-02,140,231,178
2001-11-03,152,239,172
2001-11-04,151,225,188
2001-11-05,154,224,183
2001-11-06,166,228,173
2001-11-07,144,227,171
2001-11-08,143,247,188
2001-11-09,151,250,186
2001-11-10,155,254,191
2001-11-11,145,252,185
2001-11-12,146,249,177
2001-11-13,158,226,175
2001-11-14,171,227,180
2001-11-15,157,234,198
2001-11-16,152,232,182
2001-11-17,163,252,188
2001-11-18,172,233,191
2001-11-19,172,229,194
2001-11-20,174,236,173
2001-11-21,163,251,189
2001-11-22,172,243,176
2001-11-23,162,235,175
2001-11-24,151,245,194
2001-11-25,165,234,192
2001-11-26,152,260,171
2001-11-27,153,241,201
2001-11-28,168,236,171
2001-11-29,152,254,176
2001-11-30,154,237,177
